OBJECTNUMMER,LABEL,link no., year,street_name,24 hours,daylight,evening,nightlv,daymv,eveningmv,nightmv,dayzv,eveningzv,nightzv,day bus,evening bus,night bus,dagmr,eveningmr,nightmr,WKT_LNG_LAT,WKT_LAT_LNG,Longitude,Latitude
185,Link 3661,3661,2019,Osdorper Ban,4598,275,168,66,3,1,1,4,1,1,0,0,0,1,1,0,"LINESTRING(4.7864388 52.3593702,4.7871871 52.3595204)","LINESTRING(52.3593702 4.7864388,52.3595204 4.7871871)",4.78681295,52.3594453
193,Link 3693,3693,2019,Ingelandenweg,940,56,34,14,0,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.7861037 52.3562756,4.7860738 52.3563204)","LINESTRING(52.3562756 4.7861037,52.3563204 4.7860738)",4.78608875,52.356298
201,Link 3695,3695,2019,Dijkgraafplein,940,56,34,14,0,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.7861037 52.3562756,4.7861178 52.3560308)","LINESTRING(52.3562756 4.7861037,52.3560308 4.7861178)",4.78611075,52.3561532
209,Link 3697,3697,2019,Tussen Meer,1961,117,72,28,1,1,0,1,1,1,0,0,0,1,1,0,"LINESTRING(4.7883281 52.3558383,4.7890877 52.3559922)","LINESTRING(52.3558383 4.7883281,52.3559922 4.7890877)",4.7887079,52.35591525
217,Link 3699,3699,2019,Tussen Meer,2761,165,101,40,2,1,1,2,1,1,0,0,0,1,1,0,"LINESTRING(4.7900071 52.3562591,4.7909748 52.356453)","LINESTRING(52.3562591 4.7900071,52.356453 4.7909748)",4.79049095,52.35635605
225,Link 3751,3751,2019,Osdorperweg,9210,556,339,134,3,1,1,4,1,1,0,0,0,3,2,1,"LINESTRING(4.785471 52.3649136,4.7856216 52.3645793,4.7865571 52.3629014,4.7866739 52.3627348)","LINESTRING(52.3649136 4.785471,52.3645793 4.7856216,52.3629014 4.7865571,52.3627348 4.7866739)",4.78607245,52.3638242
233,Link 3829,3829,2019,Gerda Brautigamstraat,3345,202,124,49,1,0,0,1,0,0,0,0,0,1,1,0,"LINESTRING(4.7925025 52.3794127,4.7933076 52.3793378)","LINESTRING(52.3794127 4.7925025,52.3793378 4.7933076)",4.79290505,52.37937525
241,Link 3831,3831,2019,Gerda Brautigamstraat,2082,127,77,31,0,0,0,0,0,0,0,0,0,1,0,0,"LINESTRING(4.790388 52.3793914,4.7895711 52.3793839)","LINESTRING(52.3793914 4.790388,52.3793839 4.7895711)",4.78997955,52.37938765
249,Link 3853,3853,2019,Gerda Brautigamstraat,2082,127,77,31,0,0,0,0,0,0,0,0,0,1,0,0,"LINESTRING(4.7915193 52.3794027,4.7907015 52.3793949)","LINESTRING(52.3794027 4.7915193,52.3793949 4.7907015)",4.7911104,52.3793988
257,Link 3893,3893,2019,Abberdaan,3174,183,112,44,5,1,1,5,1,2,1,1,0,1,1,0,"LINESTRING(4.7897082 52.3918242,4.7895123 52.3918361,4.7880826 52.3918343)","LINESTRING(52.3918242 4.7897082,52.3918361 4.7895123,52.3918343 4.7880826)",4.7888954,52.39183015
265,Link 3895,3895,2019,Abberdaan,3174,183,112,44,5,1,1,5,1,2,1,1,0,1,1,0,"LINESTRING(4.7853593 52.3918286,4.7869398 52.3918332)","LINESTRING(52.3918286 4.7853593,52.3918332 4.7869398)",4.78614955,52.3918309
273,Link 4085,4085,2019,Sloterweg,286,17,11,4,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.7975724 52.3415933,4.7977779 52.3415853)","LINESTRING(52.3415933 4.7975724,52.3415853 4.7977779)",4.79767515,52.3415893
281,Link 4087,4087,2019,Sloterweg,286,17,11,4,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.7975724 52.3415933,4.7973522 52.3416012)","LINESTRING(52.3415933 4.7975724,52.3416012 4.7973522)",4.7974623,52.34159725
289,Link 4099,4099,2019,Sloterweg,654,38,23,9,1,1,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.7966817 52.3414799,4.7970716 52.3415242)","LINESTRING(52.3414799 4.7966817,52.3415242 4.7970716)",4.79687665,52.34150205
297,Link 4103,4103,2019,Slimmeweg,252,14,9,3,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.7947562 52.3416242,4.7947889 52.3414822)","LINESTRING(52.3416242 4.7947562,52.3414822 4.7947889)",4.79477255,52.3415532
305,Link 4107,4107,2019,Vrije Geer,8603,525,320,127,0,0,0,0,0,0,0,0,0,3,2,1,"LINESTRING(4.7992114 52.3444806,4.7994853 52.345035)","LINESTRING(52.3444806 4.7992114,52.345035 4.7994853)",4.79934835,52.3447578
313,Link 4121,4121,2019,Ditlaar,11863,718,438,173,2,1,1,2,0,1,3,3,1,4,2,1,"LINESTRING(4.8010717 52.3419205,4.8011227 52.3427762,4.8010891 52.3429064,4.8009984 52.3430045,4.8008499 52.343085,4.8006492 52.3431497,4.7991624 52.3434325,4.7990311 52.343468,4.7988804 52.3435361,4.7987928 52.3435472)","LINESTRING(52.3419205 4.8010717,52.3427762 4.8011227,52.3429064 4.8010891,52.3430045 4.8009984,52.343085 4.8008499,52.3431497 4.8006492,52.3434325 4.7991624,52.343468 4.7990311,52.3435361 4.7988804,52.3435472 4.7987928)",4.79995775,52.34273385
321,Link 4146,4146,2019,Pieter Calandlaan,8265,492,300,119,7,2,2,7,2,2,0,0,1,2,2,1,"LINESTRING(4.797098 52.3514615,4.7985624 52.3517662)","LINESTRING(52.3514615 4.797098,52.3517662 4.7985624)",4.7978302,52.35161385
329,Link 4147,4147,2019,Pieter Calandlaan,8265,492,300,119,7,2,2,7,2,2,0,0,1,2,2,1,"LINESTRING(4.797098 52.3514615,4.7956312 52.3511632)","LINESTRING(52.3514615 4.797098,52.3511632 4.7956312)",4.7963646,52.35131235
337,Link 4153,4153,2019,Baden Powellweg,16783,1009,615,244,8,3,2,10,2,3,0,0,0,5,3,1,"LINESTRING(4.7942026 52.3504797,4.7944433 52.3500324,4.7946146 52.3497861,4.794765 52.3496279,4.7950974 52.3493489,4.7953345 52.3491956,4.7957017 52.3489978)","LINESTRING(52.3504797 4.7942026,52.3500324 4.7944433,52.3497861 4.7946146,52.3496279 4.794765,52.3493489 4.7950974,52.3491956 4.7953345,52.3489978 4.7957017)",4.79495215,52.34973875
345,Link 4167,4167,2019,Pieter Calandlaan,8916,530,324,128,7,2,2,8,2,3,0,0,1,3,2,1,"LINESTRING(4.7956312 52.3511632,4.7940028 52.3508416)","LINESTRING(52.3511632 4.7956312,52.3508416 4.7940028)",4.794817,52.3510024
353,Link 4199,4199,2019,Wolbrantskerkweg,2190,132,80,32,1,0,0,1,0,0,0,0,1,1,1,0,"LINESTRING(4.7980297 52.3558612,4.7981713 52.3555976,4.7981738 52.3555389)","LINESTRING(52.3558612 4.7980297,52.3555976 4.7981713,52.3555389 4.7981738)",4.79810175,52.35570005
361,Link 4201,4201,2019,Wolbrantskerkweg,2190,132,80,32,1,0,0,1,0,0,0,0,1,1,1,0,"LINESTRING(4.7983822 52.3552088,4.7985575 52.3548847)","LINESTRING(52.3552088 4.7983822,52.3548847 4.7985575)",4.79846985,52.35504675
369,Link 4247,4247,2019,Wolbrantskerkweg,2611,157,96,38,1,0,0,2,0,0,0,0,1,1,1,0,"LINESTRING(4.7990088 52.3539047,4.7989421 52.3541696)","LINESTRING(52.3539047 4.7990088,52.3541696 4.7989421)",4.79897545,52.35403715
377,Link 4249,4249,2019,Wolbrantskerkweg,2611,157,96,38,1,0,0,2,0,0,0,0,1,1,1,0,"LINESTRING(4.7987602 52.3544891,4.7989421 52.3541696)","LINESTRING(52.3544891 4.7987602,52.3541696 4.7989421)",4.79885115,52.35432935
385,Link 4261,4261,2019,Baden Powellweg,11510,694,423,168,4,1,1,5,1,2,0,0,0,4,2,1,"LINESTRING(4.7931145 52.352451,4.7932056 52.3522757)","LINESTRING(52.352451 4.7931145,52.3522757 4.7932056)",4.79316005,52.35236335
393,Link 4275,4275,2019,Koos Vorrinkweg,3344,200,122,48,2,1,0,2,1,1,0,0,1,1,1,0,"LINESTRING(4.799501 52.3531295,4.7997551 52.3526605)","LINESTRING(52.3531295 4.799501,52.3526605 4.7997551)",4.79962805,52.352895
401,Link 4281,4281,2019,Pieter Calandlaan,8380,499,305,121,6,2,2,7,2,2,0,0,0,3,2,1,"LINESTRING(4.8000904 52.3520769,4.8008473 52.3522199)","LINESTRING(52.3520769 4.8000904,52.3522199 4.8008473)",4.80046885,52.3521484
409,Link 4287,4287,2019,Wolbrantskerkweg,2194,131,80,32,1,1,0,1,0,0,0,0,1,1,1,0,"LINESTRING(4.7972824 52.3572267,4.7974229 52.3569847)","LINESTRING(52.3572267 4.7972824,52.3569847 4.7974229)",4.79735265,52.3571057
417,Link 4289,4289,2019,Wolbrantskerkweg,2194,131,80,32,1,1,0,1,0,0,0,0,1,1,1,0,"LINESTRING(4.7975981 52.3566606,4.7977191 52.3564368)","LINESTRING(52.3566606 4.7975981,52.3564368 4.7977191)",4.7976586,52.3565487
425,Link 4291,4291,2019,Wolbrantskerkweg,2190,132,80,32,1,0,0,1,0,0,0,0,1,1,1,0,"LINESTRING(4.7980297 52.3558612,4.7978547 52.3561858)","LINESTRING(52.3558612 4.7980297,52.3561858 4.7978547)",4.7979422,52.3560235
433,Link 4301,4301,2019,Hoekenes,2549,156,95,38,0,0,0,0,0,0,0,0,0,1,1,0,"LINESTRING(4.7989351 52.3599787,4.7988264 52.3601798)","LINESTRING(52.3599787 4.7989351,52.3601798 4.7988264)",4.79888075,52.36007925
441,Link 4383,4383,2019,Osdorper Ban,6761,400,244,97,3,1,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.8012122 52.3623538,4.7991741 52.3619432)","LINESTRING(52.3623538 4.8012122,52.3619432 4.7991741)",4.80019315,52.3621485
449,Link 4391,4391,2019,Hoekenes,2382,145,89,35,0,0,0,0,0,0,0,0,0,1,0,0,"LINESTRING(4.7988264 52.3601798,4.7986081 52.3605807)","LINESTRING(52.3601798 4.7988264,52.3605807 4.7986081)",4.79871725,52.36038025
457,Link 4399,4399,2019,Ookmeerweg,16637,1006,613,243,5,2,1,6,2,2,0,0,0,5,3,1,"LINESTRING(4.7949429 52.3643828,4.7957759 52.364551)","LINESTRING(52.3643828 4.7949429,52.364551 4.7957759)",4.7953594,52.3644669
465,Link 4400,4400,2019,Osdorper Ban,4782,281,171,68,2,1,1,3,1,1,7,5,1,1,1,0,"LINESTRING(4.7979366 52.3616873,4.7978175 52.36165,4.7951546 52.3611114,4.7949702 52.3610998)","LINESTRING(52.3616873 4.7979366,52.36165 4.7978175,52.3611114 4.7951546,52.3610998 4.7949702)",4.7964534,52.36139355
473,Link 4401,4401,2019,Ookmeerweg,16608,1004,612,242,5,2,1,6,2,2,0,0,0,5,3,1,"LINESTRING(4.7969363 52.3647803,4.7957759 52.364551)","LINESTRING(52.3647803 4.7969363,52.364551 4.7957759)",4.7963561,52.36466565
481,Link 4402,4402,2019,Osdorper Ban,2382,145,89,35,0,0,0,0,0,0,0,0,0,1,0,0,"LINESTRING(4.7979366 52.3616873,4.7980688 52.3615535)","LINESTRING(52.3616873 4.7979366,52.3615535 4.7980688)",4.7980027,52.3616204
489,Link 4403,4403,2019,Osdorper Ban,5900,349,213,84,2,1,1,3,1,1,7,5,1,2,1,1,"LINESTRING(4.7979366 52.3616873,4.7991741 52.3619432)","LINESTRING(52.3616873 4.7979366,52.3619432 4.7991741)",4.79855535,52.36181525
497,Link 4491,4491,2019,Aalbersestraat,8719,502,307,121,3,1,1,4,1,1,23,17,5,3,2,1,"LINESTRING(4.7977531 52.3765898,4.7979317 52.377223)","LINESTRING(52.3765898 4.7977531,52.377223 4.7979317)",4.7978424,52.3769064
505,Link 4493,4493,2019,Aalbersestraat,8298,477,291,115,3,1,1,4,1,1,23,17,5,2,2,1,"LINESTRING(4.7980137 52.3778817,4.7979857 52.3785208)","LINESTRING(52.3778817 4.7980137,52.3785208 4.7979857)",4.7979997,52.37820125
513,Link 4497,4497,2019,De Savornin Lohmanstraat,9467,547,334,132,4,1,1,5,1,1,23,17,5,3,2,1,"LINESTRING(4.798296 52.3755348,4.7992665 52.3754408)","LINESTRING(52.3755348 4.798296,52.3754408 4.7992665)",4.79878125,52.3754878
521,Link 4499,4499,2019,De Savornin Lohmanstraat,10553,612,374,148,5,1,1,5,1,2,23,17,5,3,2,1,"LINESTRING(4.7994578 52.3754147,4.799796 52.3753805,4.8001586 52.3753668)","LINESTRING(52.3754147 4.7994578,52.3753805 4.799796,52.3753668 4.8001586)",4.7998082,52.37539075
529,Link 4555,4555,2019,Cornelis Outshoornstraat,5273,319,195,77,1,1,0,1,0,0,0,0,1,2,1,0,"LINESTRING(4.7956003 52.38166,4.7947315 52.3816545)","LINESTRING(52.38166 4.7956003,52.3816545 4.7947315)",4.7951659,52.38165725
537,Link 4557,4557,2019,Cornelis Outshoornstraat,5273,319,195,77,1,1,0,1,0,0,0,0,1,2,1,0,"LINESTRING(4.7974446 52.3816942,4.7962864 52.3816634,4.7956003 52.38166)","LINESTRING(52.3816942 4.7974446,52.3816634 4.7962864,52.38166 4.7956003)",4.79652245,52.3816771
545,Link 4559,4559,2019,Cornelis Outshoornstraat,5273,319,195,77,1,1,0,1,0,0,0,0,1,2,1,0,"LINESTRING(4.7974446 52.3816942,4.7977981 52.3817016)","LINESTRING(52.3816942 4.7974446,52.3817016 4.7977981)",4.79762135,52.3816979
553,Link 4567,4567,2019,Sam van Houtenstraat,3253,197,120,48,1,0,0,1,0,0,0,0,0,1,1,0,"LINESTRING(4.7961186 52.379237,4.7963055 52.3792351)","LINESTRING(52.379237 4.7961186,52.3792351 4.7963055)",4.79621205,52.37923605
561,Link 4568,4568,2019,Sam van Houtenstraat,3253,197,120,48,1,0,0,1,0,0,0,0,0,1,1,0,"LINESTRING(4.7961186 52.379237,4.7954807 52.3792173)","LINESTRING(52.379237 4.7961186,52.3792173 4.7954807)",4.79579965,52.37922715
569,Link 4569,4569,2019,Sam van Houtenstraat,3253,197,120,48,1,0,0,1,0,0,0,0,0,1,1,0,"LINESTRING(4.7951812 52.3792211,4.7954807 52.3792173)","LINESTRING(52.3792211 4.7951812,52.3792173 4.7954807)",4.79533095,52.3792192
577,Link 4570,4570,2019,Sam van Houtenstraat,3253,197,120,48,1,0,0,1,0,0,0,0,0,1,1,0,"LINESTRING(4.7946589 52.3792053,4.7951812 52.3792211)","LINESTRING(52.3792053 4.7946589,52.3792211 4.7951812)",4.79492005,52.3792132
585,Link 4571,4571,2019,Sam van Houtenstraat,3824,231,141,56,1,1,0,2,1,1,0,0,0,1,1,0,"LINESTRING(4.7970802 52.3792539,4.7963055 52.3792351)","LINESTRING(52.3792539 4.7970802,52.3792351 4.7963055)",4.79669285,52.3792445
593,Link 4584,4584,2019,Ruys de Beerenbrouckstr,12959,759,463,183,4,1,1,5,1,2,23,17,6,4,3,1,"LINESTRING(4.7997012 52.3823655,4.8004955 52.3823775)","LINESTRING(52.3823655 4.7997012,52.3823775 4.8004955)",4.80009835,52.3823715
601,Link 4585,4585,2019,Ruys de Beerenbrouckstr,12959,759,463,183,4,1,1,5,1,2,23,17,6,4,3,1,"LINESTRING(4.7992401 52.3823539,4.7997012 52.3823655)","LINESTRING(52.3823539 4.7992401,52.3823655 4.7997012)",4.79947065,52.3823597
609,Link 4586,4586,2019,Ruys de Beerenbrouckstr,12251,715,436,173,4,1,1,5,1,2,23,17,6,4,2,1,"LINESTRING(4.7992401 52.3823539,4.7984504 52.3823486)","LINESTRING(52.3823539 4.7992401,52.3823486 4.7984504)",4.79884525,52.38235125
617,Link 4594,4594,2019,Aalbersestraat,11389,664,405,160,4,1,1,4,1,1,23,17,6,3,2,1,"LINESTRING(4.7984504 52.3823486,4.7980661 52.3823256,4.797914 52.3822908,4.797857 52.3822518,4.7978242 52.3822014,4.797819 52.3820275)","LINESTRING(52.3823486 4.7984504,52.3823256 4.7980661,52.3822908 4.797914,52.3822518 4.797857,52.3822014 4.7978242,52.3820275 4.797819)",4.7981347,52.38218805
625,Link 4595,4595,2019,Aalbersestraat,6689,381,232,92,2,1,1,2,1,1,23,17,5,2,1,1,"LINESTRING(4.7979387 52.3796727,4.7978345 52.3804308)","LINESTRING(52.3796727 4.7979387,52.3804308 4.7978345)",4.7978866,52.38005175
633,Link 4599,4599,2019,Aalbersestraat,6688,381,232,92,2,1,1,2,1,1,23,17,5,2,1,1,"LINESTRING(4.7978814 52.3809366,4.7978346 52.3815627)","LINESTRING(52.3809366 4.7978814,52.3815627 4.7978346)",4.797858,52.38124965
641,Link 4608,4608,2019,Sam van Houtenstraat,9625,559,341,135,3,1,1,4,1,1,23,17,5,3,2,1,"LINESTRING(4.7979307 52.3792079,4.7979244 52.3792514)","LINESTRING(52.3792079 4.7979307,52.3792514 4.7979244)",4.79792755,52.37922965
649,Link 4609,4609,2019,Aalbersestraat,8577,494,302,119,3,1,1,4,1,1,23,17,5,3,2,1,"LINESTRING(4.7979307 52.3792079,4.7979614 52.3790996,4.7979822 52.3786101)","LINESTRING(52.3792079 4.7979307,52.3790996 4.7979614,52.3786101 4.7979822)",4.79795645,52.378909
657,Link 4611,4611,2019,Aalbersestraat,6689,381,232,92,2,1,1,2,1,1,23,17,5,2,1,1,"LINESTRING(4.7979387 52.3796727,4.7979472 52.3793399,4.7979244 52.3792514)","LINESTRING(52.3796727 4.7979387,52.3793399 4.7979472,52.3792514 4.7979244)",4.7979358,52.37946205
665,Link 4618,4618,2019,Sam van Houtenstraat,1105,68,41,16,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.7994034 52.3792506,4.8004229 52.3792666,4.8005057 52.3792465)","LINESTRING(52.3792506 4.7994034,52.3792666 4.8004229,52.3792465 4.8005057)",4.79995455,52.37925655
673,Link 4619,4619,2019,Sam van Houtenstraat,1105,68,41,16,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.7979307 52.3792079,4.7981986 52.3792302,4.7994034 52.3792506)","LINESTRING(52.3792079 4.7979307,52.3792302 4.7981986,52.3792506 4.7994034)",4.79866705,52.37922925
681,Link 4644,4644,2019,Sierenborch,1875,107,65,26,4,1,1,5,1,2,0,0,0,1,0,0,"LINESTRING(4.7988758 52.3905034,4.7964369 52.3904904)","LINESTRING(52.3905034 4.7988758,52.3904904 4.7964369)",4.79765635,52.3904969
689,Link 4670,4670,2019,Australiëhavenweg,3062,180,110,44,3,1,1,3,1,1,1,1,0,1,1,0,"LINESTRING(4.7944936 52.3947021,4.7945319 52.3957016)","LINESTRING(52.3947021 4.7944936,52.3957016 4.7945319)",4.79451275,52.39520185
697,Link 4676,4676,2019,Australiëhavenweg,1811,103,63,25,3,1,1,3,1,1,2,2,1,1,1,0,"LINESTRING(4.7944104 52.3977121,4.7944272 52.396621,4.7945319 52.3957016)","LINESTRING(52.3977121 4.7944104,52.396621 4.7944272,52.3957016 4.7945319)",4.79447115,52.39670685
705,Link 4688,4688,2019,Hornweg,1258,63,27,12,9,2,1,12,2,2,0,0,0,0,0,0,"LINESTRING(4.8020771 52.4151606,4.8019318 52.4150702,4.7995693 52.4143549,4.799167 52.4142201)","LINESTRING(52.4151606 4.8020771,52.4150702 4.8019318,52.4143549 4.7995693,52.4142201 4.799167)",4.80062205,52.41469035
713,Link 4693,4693,2019,Hornweg,1728,87,38,17,12,3,2,17,3,3,0,0,0,0,0,0,"LINESTRING(4.7988525 52.414275,4.7989375 52.4142928,4.7990254 52.4142893,4.7991045 52.4142655,4.799167 52.4142201)","LINESTRING(52.414275 4.7988525,52.4142928 4.7989375,52.4142893 4.7990254,52.4142655 4.7991045,52.4142201 4.799167)",4.79900975,52.41425645
721,Link 4694,4694,2019,Hornweg,1728,87,38,17,12,3,2,17,3,3,0,0,0,0,0,0,"LINESTRING(4.7988525 52.414275,4.7987867 52.414239,4.7987484 52.4141905,4.7987434 52.4141368,4.7987757 52.4140827)","LINESTRING(52.414275 4.7988525,52.414239 4.7987867,52.4141905 4.7987484,52.4141368 4.7987434,52.4140827 4.7987757)",4.79879795,52.41417885
729,Link 5353,5353,2019,Laan van Vlaanderen,2941,165,101,40,7,2,2,8,2,3,0,0,1,1,1,0,"LINESTRING(4.806167 52.3453028,4.8061971 52.3452401,4.8063163 52.3451058,4.8066118 52.3449545,4.8066434 52.3449549)","LINESTRING(52.3453028 4.806167,52.3452401 4.8061971,52.3451058 4.8063163,52.3449545 4.8066118,52.3449549 4.8066434)",4.8064052,52.34512865
737,Link 5436,5436,2019,Laan van Vlaanderen,3421,194,118,47,7,2,2,8,2,3,0,0,1,1,1,0,"LINESTRING(4.804661 52.3484959,4.8044174 52.3489416)","LINESTRING(52.3484959 4.804661,52.3489416 4.8044174)",4.8045392,52.34871875
745,Link 5488,5488,2019,Pieter Calandlaan,9096,542,330,131,7,2,2,8,2,2,0,0,0,3,2,1,"LINESTRING(4.8028749 52.3526311,4.8074107 52.3535535)","LINESTRING(52.3526311 4.8028749,52.3535535 4.8074107)",4.8051428,52.3530923
753,Link 5565,5565,2019,Tussen Meer,3798,224,136,54,4,1,1,5,1,1,0,0,2,1,1,0,"LINESTRING(4.802614 52.358785,4.8031412 52.3588865)","LINESTRING(52.358785 4.802614,52.3588865 4.8031412)",4.8028776,52.35883575
761,Link 5580,5580,2019,Plataanlaan,8795,554,286,78,10,3,2,9,2,1,7,5,2,3,2,1,"LINESTRING(5.035351 52.3102552,5.0348525 52.3102357)","LINESTRING(52.3102552 5.035351,52.3102357 5.0348525)",5.03510175,52.31024545
769,Link 5685,5685,2019,Troelstralaan,12530,740,452,179,3,1,1,4,1,1,17,13,5,4,2,1,"LINESTRING(4.8003529 52.3707144,4.8003827 52.3700267,4.800451 52.3695029,4.800566 52.3689667,4.8006764 52.3685802,4.8007458 52.3684188)","LINESTRING(52.3707144 4.8003529,52.3700267 4.8003827,52.3695029 4.800451,52.3689667 4.800566,52.3685802 4.8006764,52.3684188 4.8007458)",4.80054935,52.3695666
777,Link 5745,5745,2019,De Savornin Lohmanstraat,4079,227,139,55,5,2,1,6,1,2,11,8,3,1,1,0,"LINESTRING(4.8063447 52.3747499,4.8059173 52.3748004)","LINESTRING(52.3747499 4.8063447,52.3748004 4.8059173)",4.806131,52.37477515
785,Link 5747,5747,2019,De Savornin Lohmanstraat,5071,287,175,69,5,2,1,7,2,2,11,8,3,1,1,0,"LINESTRING(4.8036844 52.3750132,4.804818 52.3748994,4.8049265 52.3748755)","LINESTRING(52.3750132 4.8036844,52.3748994 4.804818,52.3748755 4.8049265)",4.80430545,52.37494435
793,Link 5757,5757,2019,Dr. H. Colijnstraat,12009,724,442,175,5,2,1,6,1,2,0,0,1,4,2,1,"LINESTRING(4.8065163 52.3770162,4.8065884 52.3774036,4.8065471 52.378171)","LINESTRING(52.3770162 4.8065163,52.3774036 4.8065884,52.378171 4.8065471)",4.80655235,52.3775936
801,Link 5793,5793,2019,Dr. H. Colijnstraat,2129,123,75,30,3,1,1,4,1,1,0,0,0,1,1,0,"LINESTRING(4.8063804 52.3765302,4.8063523 52.3764242)","LINESTRING(52.3765302 4.8063804,52.3764242 4.8063523)",4.80636635,52.3764772
809,Link 5799,5799,2019,Dr. H. Colijnstraat,3051,180,110,43,3,1,1,4,1,1,0,0,0,1,1,0,"LINESTRING(4.8063804 52.3765302,4.8064486 52.3767822)","LINESTRING(52.3765302 4.8063804,52.3767822 4.8064486)",4.8064145,52.3766562
817,Link 5823,5823,2019,Sam van Houtenstraat,2342,143,87,35,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8028344 52.3793049,4.8030776 52.379298)","LINESTRING(52.3793049 4.8028344,52.379298 4.8030776)",4.802956,52.37930145
825,Link 5825,5825,2019,Sam van Houtenstraat,3857,233,142,56,1,1,0,2,1,1,0,0,0,0,0,0,"LINESTRING(4.8059674 52.3793495,4.8065284 52.3793683)","LINESTRING(52.3793495 4.8059674,52.3793683 4.8065284)",4.8062479,52.3793589
833,Link 5835,5835,2019,Dr. H. Colijnstraat,10234,614,375,148,5,2,1,7,2,2,0,0,1,3,2,1,"LINESTRING(4.8064855 52.3805351,4.8064603 52.380087,4.8065284 52.3793683)","LINESTRING(52.3805351 4.8064855,52.380087 4.8064603,52.3793683 4.8065284)",4.80649435,52.3799517
841,Link 5837,5837,2019,Dr. H. Colijnstraat,8463,506,309,122,5,2,1,6,2,2,0,0,1,3,2,1,"LINESTRING(4.8064582 52.3817289,4.80649 52.3810148)","LINESTRING(52.3817289 4.8064582,52.3810148 4.80649)",4.8064741,52.38137185
849,Link 5841,5841,2019,Ruys de Beerenbrouckstr,13523,790,482,191,6,2,1,7,2,2,23,17,6,4,2,1,"LINESTRING(4.8038904 52.3824331,4.8033626 52.3824139)","LINESTRING(52.3824331 4.8038904,52.3824139 4.8033626)",4.8036265,52.3824235
857,Link 5843,5843,2019,Ruys de Beerenbrouckstr,12933,757,462,183,4,1,1,5,1,2,23,17,6,4,2,1,"LINESTRING(4.8031346 52.3824153,4.80304 52.3824269,4.8026603 52.3824076)","LINESTRING(52.3824153 4.8031346,52.3824269 4.80304,52.3824076 4.8026603)",4.80289745,52.38241725
865,Link 5845,5845,2019,Ruys de Beerenbrouckstr,12959,759,463,183,4,1,1,5,1,2,23,17,6,4,3,1,"LINESTRING(4.8004955 52.3823775,4.800934 52.3823853)","LINESTRING(52.3823775 4.8004955,52.3823853 4.800934)",4.80071475,52.3823814
873,Link 5847,5847,2019,Ruys de Beerenbrouckstr,13591,794,485,192,6,2,1,7,2,2,23,17,6,4,3,1,"LINESTRING(4.8064374 52.3824417,4.8063887 52.3824583,4.8062156 52.3824731,4.8058935 52.3824733)","LINESTRING(52.3824417 4.8064374,52.3824583 4.8063887,52.3824731 4.8062156,52.3824733 4.8058935)",4.80616545,52.3824575
881,Link 5849,5849,2019,Ruys de Beerenbrouckstr,13319,778,475,188,6,2,1,7,2,2,23,17,6,4,2,1,"LINESTRING(4.8038904 52.3824331,4.8046328 52.3824508)","LINESTRING(52.3824331 4.8038904,52.3824508 4.8046328)",4.8042616,52.38244195
889,Link 5863,5863,2019,Abraham Kuyperplein,12943,758,462,183,4,1,1,5,1,2,23,17,6,4,2,1,"LINESTRING(4.8016284 52.3823831,4.8016911 52.3823952,4.8026603 52.3824076)","LINESTRING(52.3823831 4.8016284,52.3823952 4.8016911,52.3824076 4.8026603)",4.80214435,52.38239535
897,Link 5865,5865,2019,Willem Schermerhornstr,12040,716,437,173,9,3,2,11,2,4,0,0,0,4,2,1,"LINESTRING(4.8031346 52.3824153,4.8031641 52.382502,4.8031704 52.3826419,4.8031372 52.3832588)","LINESTRING(52.3824153 4.8031346,52.382502 4.8031641,52.3826419 4.8031704,52.3832588 4.8031372)",4.8031525,52.38283705
905,Link 5871,5871,2019,Sam van Houtenstraat,2342,143,87,35,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8017709 52.37928,4.8013922 52.3792711)","LINESTRING(52.37928 4.8017709,52.3792711 4.8013922)",4.80158155,52.37927555
913,Link 5904,5904,2019,Gemeenschapspolderweg,3045,192,99,27,5,1,1,4,1,1,0,0,0,1,1,0,"LINESTRING(5.0233857 52.3138051,5.0248522 52.3138006)","LINESTRING(52.3138051 5.0233857,52.3138006 5.0248522)",5.02411895,52.31380285
